Store,Date,Year,Month,Week,Day,Holiday_Flag,Holiday_Label,Temperature,Fuel_Price,CPI,Unemployment,Weekly_Sales,Predicted_Sales,Sales_Gap,Sales_Gap_Pct,Absolute_Error,Absolute_Percentage_Error
1,2010-05-14,2010,5,19,14,0,Regular,74.78,2.854,210.3374261,7.808,1494251.5,1516797.6,22546.100000000093,0.015088557716020424,22546.100000000093,0.015088557716020424
1,2010-05-21,2010,5,20,21,0,Regular,76.44,2.826,210.6170934,7.808,1399662.07,1448769.9,49107.82999999984,0.0350854903141012,49107.82999999984,0.0350854903141012
1,2010-05-28,2010,5,21,28,0,Regular,80.44,2.759,210.8967606,7.808,1432069.95,1432218.1,148.1500000001397,0.00010345165052876063,148.1500000001397,0.00010345165052876063
1,2010-06-04,2010,6,22,4,0,Regular,80.69,2.705,211.1764278,7.808,1615524.71,1578699.9,-36824.810000000056,-0.02279433410832822,36824.810000000056,0.02279433410832822
1,2010-06-11,2010,6,23,11,0,Regular,80.43,2.668,211.4560951,7.808,1542561.09,1540262.9,-2298.190000000177,-0.0014898534747821086,2298.190000000177,0.0014898534747821086
1,2010-06-18,2010,6,24,18,0,Regular,84.11,2.637,211.4537719,7.808,1503284.06,1515602.4,12318.339999999851,0.008194286314723413,12318.339999999851,0.008194286314723413
1,2010-06-25,2010,6,25,25,0,Regular,84.34,2.653,211.3386526,7.808,1422711.6,1426626.2,3914.5999999998603,0.002751506348862173,3914.5999999998603,0.002751506348862173
1,2010-07-02,2010,7,26,2,0,Regular,80.91,2.669,211.2235333,7.787,1492418.14,1532045.5,39627.3600000001,0.026552451312338046,39627.3600000001,0.026552451312338046
1,2010-07-09,2010,7,27,9,0,Regular,80.48,2.642,211.108414,7.787,1546074.18,1539110.4,-6963.780000000028,-0.00450416939244146,6963.780000000028,0.00450416939244146
1,2010-07-16,2010,7,28,16,0,Regular,83.15,2.623,211.1003854,7.787,1448938.92,1477993.8,29054.88000000012,0.02005252229679918,29054.88000000012,0.02005252229679918
1,2010-07-23,2010,7,29,23,0,Regular,83.36,2.608,211.2351443,7.787,1385065.2,1393975.5,8910.300000000047,0.006433126758220513,8910.300000000047,0.006433126758220513
1,2010-07-30,2010,7,30,30,0,Regular,81.84,2.64,211.3699032,7.787,1371986.6,1372867.2,880.5999999998603,0.0006418430034228178,880.5999999998603,0.0006418430034228178
1,2010-08-06,2010,8,31,6,0,Regular,87.16,2.627,211.5046621,7.787,1605491.78,1593756.4,-11735.380000000121,-0.007309523565421258,11735.380000000121,0.007309523565421258
1,2010-08-13,2010,8,32,13,0,Regular,87.0,2.692,211.6394211,7.787,1508237.76,1513411.9,5174.139999999898,0.003430586434860176,5174.139999999898,0.003430586434860176
1,2010-08-20,2010,8,33,20,0,Regular,86.65,2.664,211.6033633,7.787,1513080.49,1487172.6,-25907.889999999898,-0.017122611897533554,25907.889999999898,0.017122611897533554
1,2010-08-27,2010,8,34,27,0,Regular,85.22,2.619,211.5673056,7.787,1449142.92,1439814.2,-9328.719999999972,-0.006437405083551022,9328.719999999972,0.006437405083551022
1,2010-09-03,2010,9,35,3,0,Regular,81.21,2.577,211.5312479,7.787,1540163.53,1529126.9,-11036.630000000121,-0.007165881924239643,11036.630000000121,0.007165881924239643
1,2010-09-10,2010,9,36,10,1,Holiday,78.69,2.565,211.4951902,7.787,1507460.69,1508234.9,774.2099999999627,0.0005135855317062781,774.2099999999627,0.0005135855317062781
1,2010-09-17,2010,9,37,17,0,Regular,82.11,2.582,211.5224596,7.787,1430378.67,1436907.1,6528.430000000168,0.0045641270643389615,6528.430000000168,0.0045641270643389615
1,2010-09-24,2010,9,38,24,0,Regular,80.94,2.624,211.5972246,7.787,1351791.03,1347396.5,-4394.530000000028,-0.003250894481819448,4394.530000000028,0.003250894481819448
1,2010-10-01,2010,10,39,1,0,Regular,71.89,2.603,211.6719895,7.838,1453329.5,1452793.9,-535.6000000000931,-0.0003685330821400743,535.6000000000931,0.0003685330821400743
1,2010-10-08,2010,10,40,8,0,Regular,63.93,2.633,211.7467544,7.838,1508239.93,1502616.0,-5623.929999999935,-0.0037288032813187324,5623.929999999935,0.0037288032813187324
1,2010-10-15,2010,10,41,15,0,Regular,67.18,2.72,211.8137436,7.838,1459409.1,1442930.1,-16479.0,-0.011291556288089474,16479.0,0.011291556288089474
1,2010-10-22,2010,10,42,22,0,Regular,69.86,2.725,211.8612937,7.838,1345454.0,1380627.2,35173.19999999995,0.026142253841454226,35173.19999999995,0.026142253841454226
1,2010-10-29,2010,10,43,29,0,Regular,69.64,2.716,211.9088438,7.838,1384209.22,1378532.6,-5676.619999999879,-0.00410098409834308,5676.619999999879,0.00410098409834308
1,2010-11-05,2010,11,44,5,0,Regular,58.74,2.689,211.9563939,7.838,1551659.28,1542988.5,-8670.780000000028,-0.005588069566406375,8670.780000000028,0.005588069566406375
1,2010-11-12,2010,11,45,12,0,Regular,59.61,2.728,212.003944,7.838,1494479.49,1502983.6,8504.110000000102,0.0056903490860219855,8504.110000000102,0.0056903490860219855
1,2010-11-19,2010,11,46,19,0,Regular,51.41,2.771,211.8896737,7.838,1483784.18,1717023.2,233239.02000000002,0.15719201157677798,233239.02000000002,0.15719201157677798
1,2010-11-26,2010,11,47,26,1,Holiday,64.52,2.735,211.7484333,7.838,1955624.11,2003674.0,48049.8899999999,0.024570105141524304,48049.8899999999,0.024570105141524304
1,2010-12-03,2010,12,48,3,0,Regular,49.27,2.708,211.607193,7.838,1548033.78,1549880.4,1846.619999999879,0.0011928809460474944,1846.619999999879,0.0011928809460474944
1,2010-12-10,2010,12,49,10,0,Regular,46.33,2.843,211.4659526,7.838,1682614.26,1837660.5,155046.24,0.09214603946123694,155046.24,0.09214603946123694
1,2010-12-17,2010,12,50,17,0,Regular,49.84,2.869,211.4053124,7.838,1891034.93,1975798.0,84763.07000000007,0.044823640565962504,84763.07000000007,0.044823640565962504
1,2010-12-24,2010,12,51,24,0,Regular,52.33,2.886,211.4051222,7.838,2387950.2,2345500.8,-42449.40000000037,-0.017776501369249815,42449.40000000037,0.017776501369249815
1,2010-12-31,2010,12,52,31,1,Holiday,48.43,2.943,211.4049321,7.838,1367320.01,1375076.5,7756.489999999991,0.005672768586192189,7756.489999999991,0.005672768586192189
1,2011-01-07,2011,1,1,7,0,Regular,48.27,2.976,211.4047419,7.742,1444732.28,1458795.2,14062.919999999925,0.00973392800498645,14062.919999999925,0.00973392800498645
1,2011-01-14,2011,1,2,14,0,Regular,35.4,2.983,211.4574109,7.742,1391013.96,1407239.1,16225.14000000013,0.011664253894331967,16225.14000000013,0.011664253894331967
1,2011-01-21,2011,1,3,21,0,Regular,44.04,3.016,211.8272343,7.742,1327405.42,1377271.1,49865.68000000017,0.037566277226742203,49865.68000000017,0.037566277226742203
1,2011-01-28,2011,1,4,28,0,Regular,43.83,3.01,212.1970577,7.742,1316899.31,1346668.6,29769.290000000037,0.022605593133768167,29769.290000000037,0.022605593133768167
1,2011-02-04,2011,2,5,4,0,Regular,42.27,2.989,212.5668812,7.742,1606629.58,1612623.1,5993.520000000019,0.0037304927499218696,5993.520000000019,0.0037304927499218696
1,2011-02-11,2011,2,6,11,1,Holiday,36.39,3.022,212.9367046,7.742,1649614.93,1646224.5,-3390.429999999935,-0.0020552857144666694,3390.429999999935,0.0020552857144666694
1,2011-02-18,2011,2,7,18,0,Regular,57.36,3.045,213.2478853,7.742,1686842.78,1662586.5,-24256.280000000028,-0.014379692220042005,24256.280000000028,0.014379692220042005
1,2011-02-25,2011,2,8,25,0,Regular,62.9,3.065,213.535609,7.742,1456800.28,1461271.0,4470.719999999972,0.003068862672102158,4470.719999999972,0.003068862672102158
1,2011-03-04,2011,3,9,4,0,Regular,59.58,3.288,213.8233327,7.742,1636263.41,1619108.2,-17155.209999999963,-0.010484381606993195,17155.209999999963,0.010484381606993195
1,2011-03-11,2011,3,10,11,0,Regular,53.56,3.459,214.1110564,7.742,1553191.63,1574318.6,21126.970000000205,0.01360229452176497,21126.970000000205,0.01360229452176497
1,2011-03-18,2011,3,11,18,0,Regular,62.76,3.488,214.3627114,7.742,1576818.06,1562143.0,-14675.060000000056,-0.00930675540334695,14675.060000000056,0.00930675540334695
1,2011-03-25,2011,3,12,25,0,Regular,69.97,3.473,214.5999389,7.742,1541102.38,1479755.6,-61346.779999999795,-0.039807076282628154,61346.779999999795,0.039807076282628154
1,2011-04-01,2011,4,13,1,0,Regular,59.17,3.524,214.8371664,7.682,1495064.75,1507307.5,12242.75,0.008188775770413957,12242.75,0.008188775770413957
1,2011-04-08,2011,4,14,8,0,Regular,67.84,3.622,215.0743939,7.682,1614259.35,1603448.8,-10810.550000000047,-0.0066969102579458786,10810.550000000047,0.0066969102579458786
1,2011-04-15,2011,4,15,15,0,Regular,71.27,3.743,215.2918561,7.682,1559889.0,1556815.9,-3073.100000000093,-0.001970076075925975,3073.100000000093,0.001970076075925975
1,2011-04-22,2011,4,16,22,0,Regular,72.99,3.807,215.4599053,7.682,1564819.81,1489646.0,-75173.81000000006,-0.048039914576490476,75173.81000000006,0.048039914576490476
1,2011-04-29,2011,4,17,29,0,Regular,72.03,3.81,215.6279544,7.682,1455090.69,1446733.6,-8357.089999999851,-0.005743346485159527,8357.089999999851,0.005743346485159527
1,2011-05-06,2011,5,18,6,0,Regular,64.61,3.906,215.7960035,7.682,1629391.28,1561443.5,-67947.78000000003,-0.0417013278725783,67947.78000000003,0.0417013278725783
1,2011-05-13,2011,5,19,13,0,Regular,75.64,3.899,215.9640526,7.682,1604775.58,1565267.1,-39508.47999999998,-0.02461931779894107,39508.47999999998,0.02461931779894107
1,2011-05-20,2011,5,20,20,0,Regular,67.63,3.907,215.7339202,7.682,1428218.27,1440762.6,12544.330000000075,0.008783202304224882,12544.330000000075,0.008783202304224882
1,2011-05-27,2011,5,21,27,0,Regular,77.72,3.786,215.5037878,7.682,1466046.67,1463995.1,-2051.5699999998324,-0.0013993892841077376,2051.5699999998324,0.0013993892841077376
1,2011-06-03,2011,6,22,3,0,Regular,83.0,3.699,215.2736553,7.682,1635078.41,1594002.8,-41075.60999999987,-0.02512149249160465,41075.60999999987,0.02512149249160465
1,2011-06-10,2011,6,23,10,0,Regular,83.13,3.648,215.0435229,7.682,1588948.32,1585762.6,-3185.719999999972,-0.002004923608843346,3185.719999999972,0.002004923608843346
1,2011-06-17,2011,6,24,17,0,Regular,86.41,3.637,214.9980596,7.682,1532114.86,1544048.0,11933.139999999898,0.00778867192763857,11933.139999999898,0.00778867192763857
1,2011-06-24,2011,6,25,24,0,Regular,83.58,3.594,215.0910982,7.682,1438830.15,1461703.0,22872.850000000093,0.01589683813617618,22872.850000000093,0.01589683813617618
1,2011-07-01,2011,7,26,1,0,Regular,85.55,3.524,215.1841368,7.962,1488538.09,1501469.2,12931.10999999987,0.008687120663469128,12931.10999999987,0.008687120663469128
1,2011-07-08,2011,7,27,8,0,Regular,85.83,3.48,215.2771754,7.962,1534849.64,1556127.2,21277.560000000056,0.013862960543809397,21277.560000000056,0.013862960543809397
1,2011-07-15,2011,7,28,15,0,Regular,88.54,3.575,215.3611087,7.962,1455119.97,1506178.1,51058.13000000012,0.03508860509968819,51058.13000000012,0.03508860509968819
1,2011-07-22,2011,7,29,22,0,Regular,85.77,3.651,215.4222784,7.962,1396926.82,1409390.9,12464.079999999842,0.008922500321097595,12464.079999999842,0.008922500321097595
1,2011-07-29,2011,7,30,29,0,Regular,86.83,3.682,215.4834482,7.962,1352219.79,1357582.4,5362.60999999987,0.003965782811091583,5362.60999999987,0.003965782811091583
1,2011-08-05,2011,8,31,5,0,Regular,91.65,3.684,215.544618,7.962,1624383.75,1603462.4,-20921.350000000093,-0.012879561248996793,20921.350000000093,0.012879561248996793
1,2011-08-12,2011,8,32,12,0,Regular,90.76,3.638,215.6057878,7.962,1525147.09,1540103.5,14956.409999999916,0.009806536102691521,14956.409999999916,0.009806536102691521
1,2011-08-19,2011,8,33,19,0,Regular,89.94,3.554,215.6693107,7.962,1530761.43,1518714.1,-12047.329999999842,-0.007870155181529392,12047.329999999842,0.007870155181529392
1,2011-08-26,2011,8,34,26,0,Regular,87.96,3.523,215.7332258,7.962,1464693.46,1458889.5,-5803.959999999963,-0.003962576578992824,5803.959999999963,0.003962576578992824
1,2011-09-02,2011,9,35,2,0,Regular,87.83,3.533,215.7971409,7.962,1550229.22,1540101.2,-10128.020000000019,-0.006533240290748757,10128.020000000019,0.006533240290748757
1,2011-09-09,2011,9,36,9,1,Holiday,76.0,3.546,215.861056,7.962,1540471.24,1549279.5,8808.26000000001,0.0057178996733493114,8808.26000000001,0.0057178996733493114
1,2011-09-16,2011,9,37,16,0,Regular,79.94,3.526,216.0410526,7.962,1514259.78,1475505.2,-38754.580000000075,-0.025593085487616976,38754.580000000075,0.025593085487616976
1,2011-09-23,2011,9,38,23,0,Regular,75.8,3.467,216.3758246,7.962,1380020.27,1381510.5,1490.2299999999814,0.0010798609501583491,1490.2299999999814,0.0010798609501583491
1,2011-09-30,2011,9,39,30,0,Regular,79.69,3.355,216.7105965,7.962,1394561.83,1367722.1,-26839.72999999998,-0.019245994994714563,26839.72999999998,0.019245994994714563
1,2011-10-07,2011,10,40,7,0,Regular,69.31,3.285,217.0453684,7.866,1630989.95,1587736.0,-43253.94999999995,-0.02652005918246152,43253.94999999995,0.02652005918246152
1,2011-10-14,2011,10,41,14,0,Regular,71.74,3.274,217.3552733,7.866,1493525.93,1492470.5,-1055.4299999999348,-0.0007066700207876102,1055.4299999999348,0.0007066700207876102
1,2011-10-21,2011,10,42,21,0,Regular,63.71,3.353,217.5159762,7.866,1502562.78,1472486.8,-30075.97999999998,-0.020016454819944348,30075.97999999998,0.020016454819944348
1,2011-10-28,2011,10,43,28,0,Regular,66.57,3.372,217.6766791,7.866,1445249.09,1437486.5,-7762.590000000084,-0.005371108727008494,7762.590000000084,0.005371108727008494
1,2011-11-04,2011,11,44,4,0,Regular,54.98,3.332,217.837382,7.866,1697229.58,1600862.1,-96367.47999999998,-0.0567792838020181,96367.47999999998,0.0567792838020181
1,2011-11-11,2011,11,45,11,0,Regular,59.11,3.297,217.9980849,7.866,1594938.89,1583823.5,-11115.389999999898,-0.006969163564630303,11115.389999999898,0.006969163564630303
1,2011-11-18,2011,11,46,18,0,Regular,62.25,3.308,218.2205088,7.866,1539483.7,1779148.9,239665.19999999995,0.1556789461297966,239665.19999999995,0.1556789461297966
1,2011-11-25,2011,11,47,25,1,Holiday,60.14,3.236,218.4676211,7.866,2033320.66,2036672.5,3351.840000000084,0.001648456176115421,3351.840000000084,0.001648456176115421
1,2011-12-02,2011,12,48,2,0,Regular,48.91,3.172,218.7147333,7.866,1584083.95,1574617.0,-9466.949999999953,-0.005976293112495682,9466.949999999953,0.005976293112495682
1,2011-12-09,2011,12,49,9,0,Regular,43.93,3.158,218.9618456,7.866,1799682.38,1817159.8,17477.42000000016,0.00971139140674376,17477.42000000016,0.00971139140674376
1,2011-12-16,2011,12,50,16,0,Regular,51.63,3.159,219.1794533,7.866,1881176.67,1891722.8,10546.130000000121,0.005606134802851942,10546.130000000121,0.005606134802851942
1,2011-12-23,2011,12,51,23,0,Regular,47.96,3.112,219.3577216,7.866,2270188.99,2336770.2,66581.20999999996,0.029328487757312203,66581.20999999996,0.029328487757312203
1,2011-12-30,2011,12,52,30,1,Holiday,44.55,3.129,219.5359898,7.866,1497462.72,1482487.5,-14975.219999999972,-0.010000395869621363,14975.219999999972,0.010000395869621363
1,2012-01-06,2012,1,1,6,0,Regular,49.01,3.157,219.7142581,7.348,1550369.92,1551507.1,1137.1800000001676,0.000733489462953569,1137.1800000001676,0.000733489462953569
1,2012-01-13,2012,1,2,13,0,Regular,48.53,3.261,219.8925263,7.348,1459601.17,1440104.5,-19496.669999999925,-0.013357532455252777,19496.669999999925,0.013357532455252777
1,2012-01-20,2012,1,3,20,0,Regular,54.11,3.268,219.9856893,7.348,1394393.84,1372525.0,-21868.840000000084,-0.01568340261744134,21868.840000000084,0.01568340261744134
1,2012-01-27,2012,1,4,27,0,Regular,54.26,3.29,220.0788523,7.348,1319325.59,1334308.2,14982.60999999987,0.011356264225876092,14982.60999999987,0.011356264225876092
1,2012-02-03,2012,2,5,3,0,Regular,56.55,3.36,220.1720153,7.348,1636339.65,1638318.4,1978.75,0.001209253836756935,1978.75,0.001209253836756935
1,2012-02-10,2012,2,6,10,1,Holiday,48.02,3.409,220.2651783,7.348,1802477.43,1765751.8,-36725.62999999989,-0.020375084530184596,36725.62999999989,0.020375084530184596
1,2012-02-17,2012,2,7,17,0,Regular,45.32,3.51,220.4257586,7.348,1819870.0,1809891.2,-9978.800000000047,-0.005483248803485989,9978.800000000047,0.005483248803485989
1,2012-02-24,2012,2,8,24,0,Regular,57.25,3.555,220.636902,7.348,1539387.83,1536941.2,-2446.630000000121,-0.0015893525675073844,2446.630000000121,0.0015893525675073844
1,2012-03-02,2012,3,9,2,0,Regular,60.96,3.63,220.8480454,7.348,1688420.76,1680643.6,-7777.159999999916,-0.004606174115035115,7777.159999999916,0.004606174115035115
1,2012-03-09,2012,3,10,9,0,Regular,58.76,3.669,221.0591887,7.348,1675431.16,1681064.9,5633.739999999991,0.0033625613122773667,5633.739999999991,0.0033625613122773667
1,2012-03-16,2012,3,11,16,0,Regular,64.74,3.734,221.2118132,7.348,1677472.78,1645590.1,-31882.679999999935,-0.019006376961896176,31882.679999999935,0.019006376961896176
1,2012-03-23,2012,3,12,23,0,Regular,65.93,3.787,221.2864126,7.348,1511068.07,1525557.0,14488.929999999935,0.009588535611105814,14488.929999999935,0.009588535611105814
1,2012-03-30,2012,3,13,30,0,Regular,67.61,3.845,221.3610119,7.348,1649604.63,1620182.6,-29422.029999999795,-0.017835807117005848,29422.029999999795,0.017835807117005848
1,2012-04-06,2012,4,14,6,0,Regular,70.43,3.891,221.4356112,7.143,1899676.88,1877661.6,-22015.279999999795,-0.011588960328874348,22015.279999999795,0.011588960328874348
1,2012-04-13,2012,4,15,13,0,Regular,69.07,3.891,221.5102105,7.143,1621031.7,1625242.9,4211.199999999953,0.002597851726156838,4211.199999999953,0.002597851726156838
1,2012-04-20,2012,4,16,20,0,Regular,66.76,3.877,221.5640737,7.143,1521577.87,1516683.9,-4893.970000000205,-0.003216378271852892,4893.970000000205,0.003216378271852892
1,2012-04-27,2012,4,17,27,0,Regular,67.23,3.814,221.6179368,7.143,1468928.37,1482921.0,13992.629999999888,0.009525740182960648,13992.629999999888,0.009525740182960648
1,2012-05-04,2012,5,18,4,0,Regular,75.55,3.749,221.6718,7.143,1684519.99,1680761.1,-3758.8899999998976,-0.0022314309253165334,3758.8899999998976,0.0022314309253165334
1,2012-05-11,2012,5,19,11,0,Regular,73.77,3.688,221.7256632,7.143,1611096.05,1619557.9,8461.84999999986,0.005252231857932902,8461.84999999986,0.005252231857932902
1,2012-05-18,2012,5,20,18,0,Regular,70.33,3.63,221.742674,7.143,1595901.87,1598283.5,2381.6299999998882,0.0014923411299717871,2381.6299999998882,0.0014923411299717871
1,2012-05-25,2012,5,21,25,0,Regular,77.22,3.561,221.744944,7.143,1555444.55,1536425.0,-19019.550000000047,-0.012227726150700806,19019.550000000047,0.012227726150700806
1,2012-06-01,2012,6,22,1,0,Regular,77.95,3.501,221.7472139,7.143,1624477.58,1657740.9,33263.31999999983,0.020476318300434674,33263.31999999983,0.020476318300434674
1,2012-06-08,2012,6,23,8,0,Regular,78.3,3.452,221.7494839,7.143,1697230.96,1662298.2,-34932.76000000001,-0.020582207621289216,34932.76000000001,0.020582207621289216
1,2012-06-15,2012,6,24,15,0,Regular,79.35,3.393,221.7626421,7.143,1630607.0,1615226.6,-15380.399999999907,-0.009432315695934035,15380.399999999907,0.009432315695934035
1,2012-06-22,2012,6,25,22,0,Regular,78.39,3.346,221.8030211,7.143,1527845.81,1530508.0,2662.189999999944,0.001742446772164754,2662.189999999944,0.001742446772164754
1,2012-06-29,2012,6,26,29,0,Regular,84.88,3.286,221.8434,7.143,1540421.49,1532224.2,-8197.290000000037,-0.005321459128696028,8197.290000000037,0.005321459128696028
1,2012-07-06,2012,7,27,6,0,Regular,81.57,3.227,221.8837789,6.908,1769854.16,1739422.6,-30431.559999999823,-0.017194388491309266,30431.559999999823,0.017194388491309266
1,2012-07-13,2012,7,28,13,0,Regular,77.12,3.256,221.9241579,6.908,1527014.04,1555800.1,28786.060000000056,0.018851208466950348,28786.060000000056,0.018851208466950348
1,2012-07-20,2012,7,29,20,0,Regular,80.42,3.311,221.9327267,6.908,1497954.76,1504647.8,6693.040000000037,0.0044681189170225925,6693.040000000037,0.0044681189170225925
1,2012-07-27,2012,7,30,27,0,Regular,82.66,3.407,221.9412954,6.908,1439123.71,1455668.4,16544.689999999944,0.01149636399222409,16544.689999999944,0.01149636399222409
1,2012-08-03,2012,8,31,3,0,Regular,86.11,3.417,221.9498642,6.908,1631135.79,1629803.1,-1332.6899999999441,-0.0008170319161471799,1332.6899999999441,0.0008170319161471799
1,2012-08-10,2012,8,32,10,0,Regular,85.05,3.494,221.9584329,6.908,1592409.97,1596068.0,3658.030000000028,0.0022971659741618097,3658.030000000028,0.0022971659741618097
1,2012-08-17,2012,8,33,17,0,Regular,84.85,3.571,222.0384109,6.908,1597868.05,1581562.4,-16305.65000000014,-0.010204628598713229,16305.65000000014,0.010204628598713229
1,2012-08-24,2012,8,34,24,0,Regular,77.66,3.62,222.1719457,6.908,1494122.38,1520973.8,26851.42000000016,0.01797136590645283,26851.42000000016,0.01797136590645283
1,2012-08-31,2012,8,35,31,0,Regular,80.49,3.638,222.3054805,6.908,1582083.4,1562762.1,-19321.299999999814,-0.012212567302077638,19321.299999999814,0.012212567302077638
1,2012-09-07,2012,9,36,7,1,Holiday,83.96,3.73,222.4390153,6.908,1661767.33,1609027.6,-52739.72999999998,-0.031737132538283794,52739.72999999998,0.031737132538283794
1,2012-09-14,2012,9,37,14,0,Regular,74.97,3.717,222.5820193,6.908,1517428.87,1524595.1,7166.229999999981,0.004722613456009955,7166.229999999981,0.004722613456009955
1,2012-09-21,2012,9,38,21,0,Regular,69.87,3.721,222.7818386,6.908,1506126.06,1488157.5,-17968.560000000056,-0.011930316111786856,17968.560000000056,0.011930316111786856
1,2012-09-28,2012,9,39,28,0,Regular,76.08,3.666,222.9816579,6.908,1437059.26,1446238.9,9179.639999999898,0.006387795030804713,9179.639999999898,0.006387795030804713
1,2012-10-05,2012,10,40,5,0,Regular,68.55,3.617,223.1814772,6.573,1670785.97,1659632.4,-11153.570000000065,-0.0066756426019067335,11153.570000000065,0.0066756426019067335
1,2012-10-12,2012,10,41,12,0,Regular,62.99,3.601,223.3812965,6.573,1573072.81,1571567.1,-1505.7099999999627,-0.0009571775638280613,1505.7099999999627,0.0009571775638280613
1,2012-10-19,2012,10,42,19,0,Regular,67.97,3.594,223.4257233,6.573,1508068.77,1523367.9,15299.129999999888,0.010144849030989408,15299.129999999888,0.010144849030989408
1,2012-10-26,2012,10,43,26,0,Regular,69.16,3.506,223.4442513,6.573,1493659.74,1488804.4,-4855.340000000084,-0.003250633239937286,4855.340000000084,0.003250633239937286
2,2010-02-05,2010,2,5,5,0,Regular,40.19,2.572,210.7526053,8.324,2136989.46,2107825.5,-29163.959999999963,-0.013647217520670394,29163.959999999963,0.013647217520670394
2,2010-02-12,2010,2,6,12,1,Holiday,38.49,2.548,210.8979935,8.324,2137809.5,2055165.0,-82644.5,-0.03865849599788943,82644.5,0.03865849599788943
2,2010-02-19,2010,2,7,19,0,Regular,39.69,2.514,210.9451605,8.324,2124451.54,2104136.8,-20314.740000000224,-0.009562345677228403,20314.740000000224,0.009562345677228403
2,2010-02-26,2010,2,8,26,0,Regular,46.1,2.561,210.9759573,8.324,1865097.27,1852399.2,-12698.070000000065,-0.006808261533726906,12698.070000000065,0.006808261533726906
2,2010-03-05,2010,3,9,5,0,Regular,47.17,2.625,211.0067542,8.324,1991013.13,2019604.6,28591.470000000205,0.014360261903446215,28591.470000000205,0.014360261903446215
2,2010-03-12,2010,3,10,12,0,Regular,57.56,2.667,211.037551,8.324,1990483.78,1969627.0,-20856.780000000028,-0.010478246650168648,20856.780000000028,0.010478246650168648
2,2010-03-19,2010,3,11,19,0,Regular,54.52,2.72,210.8733316,8.324,1946070.88,1905941.5,-40129.37999999989,-0.020620718604041747,40129.37999999989,0.020620718604041747
2,2010-03-26,2010,3,12,26,0,Regular,51.26,2.732,210.6766095,8.324,1750197.81,1779748.0,29550.189999999944,0.016883914395939018,29550.189999999944,0.016883914395939018
2,2010-04-02,2010,4,13,2,0,Regular,63.27,2.719,210.4798874,8.2,2066187.72,1975645.0,-90542.71999999997,-0.04382114902899528,90542.71999999997,0.04382114902899528
2,2010-04-09,2010,4,14,9,0,Regular,65.41,2.77,210.2831653,8.2,1954689.21,1934552.9,-20136.310000000056,-0.010301540468420581,20136.310000000056,0.010301540468420581
2,2010-04-16,2010,4,15,16,0,Regular,68.07,2.808,210.1495463,8.2,1874957.94,1888676.4,13718.459999999963,0.007316676127678876,13718.459999999963,0.007316676127678876
